URL;Тип;Заголовок;Интент;Родитель;Индексируется;Статус;Этап;Шаблон;Примечание
/moskva/rajony/nekrasovka/;Район;"Натяжные потолки в районе Некрасовка";"натяжные потолки в районе Некрасовка";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/nizhegorodskij/;Район;"Натяжные потолки в районе Нижегородский";"натяжные потолки в районе Нижегородский";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/pechatniki/;Район;"Натяжные потолки в районе Печатники";"натяжные потолки в районе Печатники";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/ryazanskij/;Район;"Натяжные потолки в районе Рязанский";"натяжные потолки в районе Рязанский";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/tekstilshchiki/;Район;"Натяжные потолки в районе Текстильщики";"натяжные потолки в районе Текстильщики";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/yuzhnoportovyj/;Район;"Натяжные потолки в районе Южнопортовый";"натяжные потолки в районе Южнопортовый";yuvao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/vostochnoe-biryulyovo/;Район;"Натяжные потолки в районе Восточное Бирюлёво";"натяжные потолки в районе Восточное Бирюлёво";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/zapadnoe-biryulyovo/;Район;"Натяжные потолки в районе Западное Бирюлёво";"натяжные потолки в районе Западное Бирюлёво";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/brateevo/;Район;"Натяжные потолки в районе Братеево";"натяжные потолки в районе Братеево";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/danilovskij/;Район;"Натяжные потолки в районе Даниловский";"натяжные потолки в районе Даниловский";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/donskoj/;Район;"Натяжные потолки в районе Донской";"натяжные потолки в районе Донской";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/zyablikovo/;Район;"Натяжные потолки в районе Зябликово";"натяжные потолки в районе Зябликово";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/moskvoreche-saburovo/;Район;"Натяжные потолки в районе Москворечье-Сабурово";"натяжные потолки в районе Москворечье-Сабурово";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/nagatino-sadovniki/;Район;"Натяжные потолки в районе Нагатино-Садовники";"натяжные потолки в районе Нагатино-Садовники";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/nagatinskij-zaton/;Район;"Натяжные потолки в районе Нагатинский Затон";"натяжные потолки в районе Нагатинский Затон";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/nagornyj/;Район;"Натяжные потолки в районе Нагорный";"натяжные потолки в районе Нагорный";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/orehovo-borisovo-sev/;Район;"Натяжные потолки в районе Орехово-Борисово Северное";"натяжные потолки в районе Орехово-Борисово Северное";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/orehovo-borisovo-yuzh/;Район;"Натяжные потолки в районе Орехово-Борисово Южное";"натяжные потолки в районе Орехово-Борисово Южное";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/caricyno/;Район;"Натяжные потолки в районе Царицыно";"натяжные потолки в районе Царицыно";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/chertanovo-severnoe/;Район;"Натяжные потолки в районе Чертаново Северное";"натяжные потолки в районе Чертаново Северное";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/chertanovo-centralnoe/;Район;"Натяжные потолки в районе Чертаново Центральное";"натяжные потолки в районе Чертаново Центральное";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/chertanovo-yuzhnoe/;Район;"Натяжные потолки в районе Чертаново Южное";"натяжные потолки в районе Чертаново Южное";yuao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/akademicheskij/;Район;"Натяжные потолки в районе Академический";"натяжные потолки в районе Академический";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/gagarinskij/;Район;"Натяжные потолки в районе Гагаринский";"натяжные потолки в районе Гагаринский";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/zyuzino/;Район;"Натяжные потолки в районе Зюзино";"натяжные потолки в районе Зюзино";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/konkovo/;Район;"Натяжные потолки в районе Коньково";"натяжные потолки в районе Коньково";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/kotlovka/;Район;"Натяжные потолки в районе Котловка";"натяжные потолки в районе Котловка";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/lomonosovskij/;Район;"Натяжные потолки в районе Ломоносовский";"натяжные потолки в районе Ломоносовский";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/obruchevskij/;Район;"Натяжные потолки в районе Обручевский";"натяжные потолки в районе Обручевский";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/severnoe-butovo/;Район;"Натяжные потолки в районе Северное Бутово";"натяжные потолки в районе Северное Бутово";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/tyoplyj-stan/;Район;"Натяжные потолки в районе Тёплый Стан";"натяжные потолки в районе Тёплый Стан";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/cheryomushki/;Район;"Натяжные потолки в районе Черёмушки";"натяжные потолки в районе Черёмушки";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/yuzhnoe-butovo/;Район;"Натяжные потолки в районе Южное Бутово";"натяжные потолки в районе Южное Бутово";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/yasenevo/;Район;"Натяжные потолки в районе Ясенево";"натяжные потолки в районе Ясенево";yuzao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/vnukovo/;Район;"Натяжные потолки в районе Внуково";"натяжные потолки в районе Внуково";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/dorogomilovo/;Район;"Натяжные потолки в районе Дорогомилово";"натяжные потолки в районе Дорогомилово";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/krylatskoe/;Район;"Натяжные потолки в районе Крылатское";"натяжные потолки в районе Крылатское";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/kuncevo/;Район;"Натяжные потолки в районе Кунцево";"натяжные потолки в районе Кунцево";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/mozhajskij/;Район;"Натяжные потолки в районе Можайский";"натяжные потолки в районе Можайский";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/novo-peredelkino/;Район;"Натяжные потолки в районе Ново-Переделкино";"натяжные потолки в районе Ново-Переделкино";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/ochakovo-matveevskoe/;Район;"Натяжные потолки в районе Очаково-Матвеевское";"натяжные потолки в районе Очаково-Матвеевское";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/prospekt-vernadskogo/;Район;"Натяжные потолки в районе Проспект Вернадского";"натяжные потолки в районе Проспект Вернадского";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/ramenki/;Район;"Натяжные потолки в районе Раменки";"натяжные потолки в районе Раменки";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/solncevo/;Район;"Натяжные потолки в районе Солнцево";"натяжные потолки в районе Солнцево";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/troparyovo-nikulino/;Район;"Натяжные потолки в районе Тропарёво-Никулино";"натяжные потолки в районе Тропарёво-Никулино";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/filyovskij-park/;Район;"Натяжные потолки в районе Филёвский Парк";"натяжные потолки в районе Филёвский Парк";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/fili-davydkovo/;Район;"Натяжные потолки в районе Фили-Давыдково";"натяжные потолки в районе Фили-Давыдково";zao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/kurkino/;Район;"Натяжные потолки в районе Куркино";"натяжные потолки в районе Куркино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/mitino/;Район;"Натяжные потолки в районе Митино";"натяжные потолки в районе Митино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/pokrovskoe-streshnevo/;Район;"Натяжные потолки в районе Покровское-Стрешнево";"натяжные потолки в районе Покровское-Стрешнево";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/severnoe-tushino/;Район;"Натяжные потолки в районе Северное Тушино";"натяжные потолки в районе Северное Тушино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/strogino/;Район;"Натяжные потолки в районе Строгино";"натяжные потолки в районе Строгино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/horoshyovo-mnyovniki/;Район;"Натяжные потолки в районе Хорошёво-Мнёвники";"натяжные потолки в районе Хорошёво-Мнёвники";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/shchukino/;Район;"Натяжные потолки в районе Щукино";"натяжные потолки в районе Щукино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskva/rajony/yuzhnoe-tushino/;Район;"Натяжные потолки в районе Южное Тушино";"натяжные потолки в районе Южное Тушино";szao;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/himki/;"Город области";"Натяжные потолки в Химках";"натяжные потолки в Химках";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/mytishchi/;"Город области";"Натяжные потолки в Мытищах";"натяжные потолки в Мытищах";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/balashiha/;"Город области";"Натяжные потолки в Балашихе";"натяжные потолки в Балашихе";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/krasnogorsk/;"Город области";"Натяжные потолки в Красногорске";"натяжные потолки в Красногорске";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/odincovo/;"Город области";"Натяжные потолки в Одинцове";"натяжные потолки в Одинцове";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/lyubercy/;"Город области";"Натяжные потолки в Люберцах";"натяжные потолки в Люберцах";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/korolev/;"Город области";"Натяжные потолки в Королёве";"натяжные потолки в Королёве";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/podolsk/;"Город области";"Натяжные потолки в Подольске";"натяжные потолки в Подольске";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/domodedovo/;"Город области";"Натяжные потолки в Домодедове";"натяжные потолки в Домодедове";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/reutov/;"Город области";"Натяжные потолки в Реутове";"натяжные потолки в Реутове";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/dolgoprudnyj/;"Город области";"Натяжные потолки в Долгопрудном";"натяжные потолки в Долгопрудном";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/shchelkovo/;"Город области";"Натяжные потолки в Щёлкове";"натяжные потолки в Щёлкове";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/pushkino/;"Город области";"Натяжные потолки в Пушкине";"натяжные потолки в Пушкине";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/vidnoe/;"Город области";"Натяжные потолки в Видном";"натяжные потолки в Видном";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/ramenskoe/;"Город области";"Натяжные потолки в Раменском";"натяжные потолки в Раменском";moskovskaya-oblast;да;published;1;geo;
/moskovskaya-oblast/goroda/lobnya/;"Город области";"Натяжные потолки в Лобне";"натяжные потолки в Лобне";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/kotelniki/;"Город области";"Натяжные потолки в Котельниках";"натяжные потолки в Котельниках";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/dzerzhinskij/;"Город области";"Натяжные потолки в Дзержинском";"натяжные потолки в Дзержинском";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/lytkarino/;"Город области";"Натяжные потолки в Лыткарине";"натяжные потолки в Лыткарине";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/zhukovskij/;"Город области";"Натяжные потолки в Жуковском";"натяжные потолки в Жуковском";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/ivanteevka/;"Город области";"Натяжные потолки в Ивантеевке";"натяжные потолки в Ивантеевке";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/fryazino/;"Город области";"Натяжные потолки во Фрязине";"натяжные потолки во Фрязине";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/noginsk/;"Город области";"Натяжные потолки в Ногинске";"натяжные потолки в Ногинске";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/elektrostal/;"Город области";"Натяжные потолки в Электростали";"натяжные потолки в Электростали";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/chehov/;"Город области";"Натяжные потолки в Чехове";"натяжные потолки в Чехове";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/istra/;"Город области";"Натяжные потолки в Истре";"натяжные потолки в Истре";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/solnechnogorsk/;"Город области";"Натяжные потолки в Солнечногорске";"натяжные потолки в Солнечногорске";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/naro-fominsk/;"Город области";"Натяжные потолки в Наро-Фоминске";"натяжные потолки в Наро-Фоминске";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/dmitrov/;"Город области";"Натяжные потолки в Дмитрове";"натяжные потолки в Дмитрове";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/sergiev-posad/;"Город области";"Натяжные потолки в Сергиевом Посаде";"натяжные потолки в Сергиевом Посаде";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/klin/;"Город области";"Натяжные потолки в Клину";"натяжные потолки в Клину";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/zvenigorod/;"Город области";"Натяжные потолки в Звенигороде";"натяжные потолки в Звенигороде";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/aprelevka/;"Город области";"Натяжные потолки в Апрелевке";"натяжные потолки в Апрелевке";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/serpuhov/;"Город области";"Натяжные потолки в Серпухове";"натяжные потолки в Серпухове";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/moskovskaya-oblast/goroda/kolomna/;"Город области";"Натяжные потолки в Коломне";"натяжные потолки в Коломне";moskovskaya-oblast;нет;draft;2;geo;"требует наполнения: вступление короче 180 символов, вступление выглядит шаблонным (текст-заглушка), меньше 2 локальных вопросов, меньше 2 фактов о застройке"
/legal/privacy-policy/;Документ;"Политика в отношении обработки персональных данных";;;нет;draft;;legal;"закрыта от индексации"
/legal/personal-data-consent/;Документ;"Согласие на обработку персональных данных";;;нет;draft;;legal;"закрыта от индексации"
/legal/advertising-consent/;Документ;"Согласие на получение рекламных сообщений";;;нет;draft;;legal;"закрыта от индексации"
/legal/cookie-policy/;Документ;"Политика использования файлов cookie";;;нет;draft;;legal;"закрыта от индексации"
/legal/user-agreement/;Документ;"Пользовательское соглашение";;;нет;draft;;legal;"закрыта от индексации"
/legal/requisites/;Документ;Реквизиты;;;нет;draft;;legal;"закрыта от индексации"
/legal/review-publication-consent/;Документ;"Согласие на публикацию отзыва";;;нет;draft;;legal;"закрыта от индексации"
